"","SubmissionID","StudentID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade"
"21",8701,"S8592729","T35","19/09/13 13:26",35,80,65,35,65,35,35,35,80,35,65,65,50,"65",49.25
"22",8702,"S8658567","T29","19/09/13 13:26",35,50,65,65,100,100,50,35,50,35,20,65,65,"80",53.5
"23",8703,"S8635385","T35","19/09/13 13:26",65,80,80,65,100,65,50,50,65,50,50,80,80,"80",66
"24",8704,"S8528659","T29","19/09/13 13:26",65,100,80,100,80,100,50,50,80,35,35,65,50,"65",65
"25",8705,"S8582837","T37","19/09/13 13:26",50,80,65,100,100,100,50,50,65,50,65,65,65,"65",64.25
"26",8706,"S8586207","T09","19/09/13 13:26",80,100,100,65,65,80,65,50,100,80,65,80,65,"80",76.5
"27",8707,"S8521007","T36","19/09/13 13:26",35,100,50,80,80,80,20,35,50,35,35,65,50,"80",50.25
"28",8708,"S8564929","T30","19/09/13 13:26",50,100,50,80,100,80,50,65,80,50,50,50,65,"80",63.25
"29",8709,"S8639969","T09","19/09/13 13:26",50,80,100,35,80,50,65,65,65,50,35,65,65,"50",61.75
"30",8710,"S8605999","T36","19/09/13 13:26",50,100,100,80,80,80,35,50,65,50,65,65,65,"65",64.25
"31",8711,"S8528959","T37","19/09/13 13:26",50,100,50,100,100,100,65,50,65,65,65,65,50,"80",66.75
"32",8712,"S8637641","T30","19/09/13 13:26",35,80,50,50,65,35,35,50,65,50,35,50,50,"65",48.5
"33",8713,"S8580059","T09","19/09/13 13:26",50,100,50,80,100,100,80,65,100,65,35,80,50,"80",69.75
"34",8714,"S8549911","T29","19/09/13 13:26",35,65,65,65,80,35,35,0,50,35,35,50,65,"65",44.25
"35",8715,"S8624445","T35","19/09/13 13:26",35,80,65,50,65,35,50,50,80,35,65,50,65,"65",53
"36",8716,"S8584831","T09","19/09/13 13:26",80,100,100,100,65,100,65,65,80,50,65,50,65,"80",75.25
"37",8717,"S8468597","T29","19/09/13 13:26",80,100,80,80,80,65,65,80,65,65,65,80,65,"65",74.25
"38",8718,"S8575723","T09","19/09/13 13:26",80,100,100,100,65,100,100,100,100,80,80,80,80,"100",90.25
"39",8719,"S8241553","T30","19/09/13 13:26",65,80,65,65,65,65,50,65,100,35,65,65,50,"80",63
"40",8720,"S8576795","T36","19/09/13 13:26",35,80,80,80,80,80,0,35,50,35,35,65,50,"65",49.5
"41",8721,"S8576773","T09","19/09/13 13:26",35,100,100,100,65,80,20,35,50,0,65,35,35,"50",49.75
"42",8722,"S8584841","T37","19/09/13 13:26",50,100,50,100,100,100,50,50,50,65,50,65,65,"65",63.75
"43",8723,"S8667711","T35","19/09/13 13:26",65,100,80,80,80,80,65,65,65,50,65,50,80,"80",69.75
"44",8724,"S8583165","T37","19/09/13 13:26",50,65,65,100,100,100,50,50,65,65,50,65,50,"65",63.5
"45",8725,"S8529435","T36","19/09/13 13:26",100,65,80,80,80,80,80,100,100,65,80,100,80,"65",84
"46",8726,"S8472219","T37","19/09/13 13:26",35,100,100,100,100,100,50,35,50,50,50,65,65,"65",63.5
"47",8727,"S8638537","T35","19/09/13 13:26",65,65,65,50,80,80,80,80,65,80,50,100,100,"100",74.75
"48",8728,"S8419713","T37","19/09/13 13:26",50,100,80,100,100,100,50,35,50,50,65,65,50,"65",63.75
"49",8729,"S8571161","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA
"50",8730,"S8587825","T37","19/09/13 13:26",65,100,65,65,100,100,65,65,80,65,80,80,80,"80",74
"51",8731,"S8575513","T29","19/09/13 13:26",50,100,65,65,80,100,50,50,80,35,50,65,50,"80",61
"52",8732,"S8576411","T37","19/09/13 13:26",50,100,80,65,100,100,35,35,50,50,50,50,50,"50",58.25
"53",8733,"S8635285","T09","19/09/13 13:26",50,80,100,50,80,50,65,65,80,50,20,80,65,"65",64
"54",8734,"S8654517","T36","19/09/13 13:26",35,65,65,80,80,80,0,0,80,20,50,50,50,"35",42.25
"55",8735,"S8577935","T36","19/09/13 13:26",80,100,80,100,80,80,50,65,50,65,50,100,50,"80",72.5
"56",8736,"S8471835","T36","19/09/13 13:26",35,100,80,80,80,80,50,35,50,35,50,80,35,"65",56.25
"57",8737,"S8579733","T29","19/09/13 13:26",35,35,50,35,50,35,20,35,50,20,20,65,35,"65",37.25
"58",8738,"S8572377","T30","19/09/13 13:26",50,65,50,50,80,50,50,65,65,50,35,50,35,"50",53
"59",8739,"S8112239","T35","19/09/13 13:26",35,80,35,50,65,50,35,35,65,35,65,50,50,"65",46.25
"60",8740,"S8586065","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA
"61",8741,"S8583249","T37","19/09/13 13:26",65,100,65,65,100,100,50,65,65,65,65,65,65,"65",68.75
"62",8742,"S8581099","T09","19/09/13 13:26",50,100,80,80,100,100,50,20,65,35,50,65,50,"65",59.75
"63",8743,"S8659403","T29","19/09/13 13:26",80,100,100,100,100,100,50,50,80,65,50,65,80,"100",77.25
"64",8744,"S8593047","T09","19/09/13 13:26",65,100,100,65,50,100,50,50,80,35,35,50,35,"80",63
"65",8745,"S8668771","T35","19/09/13 13:26",20,50,50,35,80,65,20,20,50,20,65,35,65,"65",39.5
"66",8746,"S8600971","T35","19/09/13 13:26",50,100,65,65,65,50,50,50,80,35,65,65,65,"65",58.5
"67",8747,"S8508855","T30","19/09/13 13:26",65,80,80,65,65,65,65,65,65,65,50,50,50,"65",65
"68",8748,"S8514505","T30","19/09/13 13:26",35,50,50,65,80,80,NA,35,80,35,20,50,50,"65",44.25
"69",8749,"S8566867","T29","19/09/13 13:26",20,50,50,50,35,35,35,35,35,35,35,20,50,"35",35.75
"70",8750,"S8528461","T30","19/09/13 13:26",50,80,35,35,65,35,35,35,50,35,35,50,50,"50",44
"71",8751,"S8529919","T09","19/09/13 13:26",50,80,50,20,65,100,65,50,100,65,50,65,65,"65",61
"72",8752,"S8589129","T37","19/09/13 13:26",35,100,80,80,100,100,50,50,50,35,35,50,50,"N/A",55
"73",8753,"S8527413","T37","19/09/13 13:26",50,100,80,100,35,100,50,50,65,50,50,35,35,"65",59.75
"74",8762,"S8529621","T09","19/09/13 13:26",65,100,100,100,50,100,0,35,20,35,50,65,35,"65",56
"75",8763,"S8588003","T09","19/09/13 13:26",65,65,80,100,80,65,50,35,80,65,50,65,65,"80",65.25
"76",8764,"S8667675","T35","19/09/13 13:26",50,80,80,65,100,50,35,50,80,50,50,50,80,"100",61.75
"77",8767,"S8637921","T36","19/09/13 13:26",35,65,65,100,80,80,35,20,65,35,50,80,65,"65",53.25
"78",8768,"S8571161","T37","19/09/13 13:26",50,100,65,80,100,100,50,50,50,50,65,50,50,"65",62
"79",8769,"S8452823","T30","19/09/13 13:26",50,65,50,65,65,50,35,50,50,35,35,50,50,"50",48.5
"80",8770,"S8402471","T37","19/09/13 13:26",65,100,80,100,100,100,65,50,80,65,65,65,50,"65",72
"81",8777,"S8285971","T30","19/09/13 13:26",50,80,50,20,65,50,35,50,65,35,35,50,65,"65",49.25
"82",8778,"S8585237","T30","19/09/13 13:26",65,100,50,80,50,80,65,65,80,80,65,35,65,"65",66.75
"83",8779,"S8587869","T36","19/09/13 13:26",35,80,80,100,80,80,50,50,50,35,50,65,50,"100",59.5
"84",8780,"S8530747","T30","19/09/13 13:26",35,65,35,50,50,35,35,35,50,35,35,50,50,"65",41.75
"85",8781,"S8472709","T29","19/09/13 13:26",20,35,20,0,0,0,0,0,0,0,20,20,20,"50",12.25
"86",8797,"S8549773","T35","19/09/13 13:26",80,100,100,65,80,50,65,80,100,65,50,80,100,"100",79.25
"87",9152,"S8586065","T29","19/09/13 13:26",20,50,65,65,80,100,35,20,50,20,35,65,35,"65",44.25
"88",9365,"S8523045","T36","3/10/13 9:48",65,50,65,80,80,80,50,65,65,65,65,50,50,"50",62.75
"89",9366,"S8606083","T37","25/09/13 18:14",35,0,50,50,100,100,35,35,65,35,35,50,50,"65",46.5
