Submission ID,Marking_Time (seconds),Text (%),Drawing (%),Recording (%)
5659,1220,71,14,14
5660,2383,0,0,100
5661,131,0,57,43
5662,26,0,0,0
5663,383,0,0,100
5664,318,87,0,13
5665,895,0,0,100
5666,798,23,0,77
5667,587,0,0,100
5668,1080,63,32,6
5669,1307,10,0,90
5670,1142,11,22,67
5671,557,53,44,3
5672,1753,68,16,16
5673,234,20,0,80
5674,2870,43,40,17
5675,245,0,0,100
5676,282,75,0,25
5835,550,70,10,20
5678,614,50,7,43
5679,830,38,15,46
5680,646,85,10,5
5681,1733,46,50,4
5682,989,54,46,0
5683,608,50,14,36
5684,302,0,0,100
5685,1237,7,60,33
5686,1039,50,50,0
5687,1879,48,49,4
5688,141,67,21,13
5689,1795,0,0,100
5690,872,0,0,100
5691,1201,0,0,100
5692,1098,0,0,100
5693,906,70,30,0
5694,378,44,0,56
5695,469,0,0,100
5696,363,69,13,19
5697,3484,94,6,0
5698,355,0,0,100
5699,676,9,0,91
5700,203,85,0,15
5701,2093,50,50,0
5702,966,58,16,26
5703,3216,39,50,11
5704,863,0,0,100
5705,408,33,0,67
5706,457,0,0,100
5707,405,13,13,73
5708,743,33,0,67
5709,489,0,0,100
5710,432,77,0,23
5711,781,40,0,60
5712,1309,58,11,32
5713,567,71,7,21
5714,330,67,0,33
5715,373,69,31,0
5716,645,0,0,100
5717,2252,50,33,18
5718,1172,87,13,0
5719,2503,75,26,0
5720,787,0,0,100
5721,1057,35,18,47
5722,1281,62,14,24
5723,1213,62,34,5
5724,514,0,54,46
5725,431,7,0,93
5726,1591,85,15,0
5727,384,69,13,19
5728,1185,13,0,87
5729,388,8,8,85
5730,508,50,21,29
5731,383,92,0,8
5732,778,60,7,33
5733,736,0,0,100
5734,653,50,44,6
5735,1966,53,47,0
5736,1091,0,0,100
5737,919,63,26,11
5738,893,82,12,6
5739,1932,61,33,6
5740,288,0,0,0
5741,308,25,8,67
5742,577,50,8,42
5743,2197,92,8,0
5744,390,77,0,23
5745,322,27,13,60
5746,960,85,15,0
5747,14,9,0,91
5748,2105,0,0,100
5749,1592,50,39,11
5750,1040,93,7,0
5751,393,0,66,33
5752,1213,0,0,100
5753,550,0,0,100
5754,832,0,67,33
5755,309,90,0,10
5756,331,80,0,20
5757,456,0,14,86
5758,1331,53,42,5
5759,2443,56,39,6
5760,419,0,0,100
5761,0,0,0,0
5762,714,71,30,0
5763,426,40,0,60
5764,1042,75,25,0
5765,456,0,0,100
5766,685,0,0,100
5767,805,65,31,4
5768,672,47,13,40
5769,581,17,0,83
5770,1012,56,0,44
5771,878,10,0,90
5772,78,0,0,0
5773,533,20,0,80
5774,1270,0,50,50
5775,2241,37,63,0
5776,726,50,19,31
5777,545,25,8,67
5778,1137,86,14,0
5779,430,23,8,69
5780,1689,0,6,94
5781,373,0,0,100
5782,439,0,0,100
5783,1291,51,49,0
5784,326,0,0,100
5785,416,0,0,100
5786,1089,0,6,94
5787,1081,87,7,7
5788,632,89,11,0
5789,1260,55,45,0
5790,618,25,0,75
5791,257,85,0,15
5792,1180,50,50,0
5793,1838,75,10,15
5794,463,71,7,21
5795,871,29,21,50
5796,426,0,0,100
5797,682,77,23,0
5798,368,84,0,16
5799,596,100,0,0
5800,1382,47,13,40
5801,1581,0,0,100
5802,574,20,0,80
5803,448,0,0,100
5804,1208,80,20,0
5805,1515,100,0,0
5806,3221,84,16,0
5807,1117,78,22,0
5808,561,0,0,100
5809,567,0,13,88
5810,1477,55,41,5
5811,793,0,38,62
5812,917,0,0,100
5813,645,10,0,90
5814,1224,93,7,0
5815,760,71,28,0
5816,5340,61,21,18
5817,255,80,0,20
5818,2527,48,52,0
5819,763,59,41,0
5820,2627,73,23,5
5821,364,0,0,100
5822,773,30,20,50
5823,565,0,0,100
5824,3887,53,42,6
5825,329,0,0,100
5826,687,0,0,100
5827,287,87,0,13
5828,1237,50,0,50
5829,914,59,23,18
5830,571,63,13,25
5831,529,0,0,100
5832,1096,0,58,42
5833,336,0,0,100
5834,973,73,13,13
5836,2511,0,0,100
5837,2079,0,60,40
5838,594,0,0,100
5839,1249,59,42,0
5840,376,23,8,69
5841,754,80,20,0
5842,750,73,20,7
5843,450,93,0,7
5844,483,69,13,19
5845,1027,78,22,0
5846,322,87,7,7
5847,1009,0,77,24
5848,1751,0,12,89
5849,792,33,0,67
5850,1264,0,58,42
5851,1536,0,54,46
5852,449,69,15,15
5853,677,10,0,90
5854,1044,75,25,0
5855,2889,65,35,0
5856,1198,87,13,0
5857,1596,0,0,100
5858,398,0,0,100
5859,471,85,15,0
5860,740,73,27,0
5861,537,88,6,6
5862,551,0,0,100
5863,1074,49,51,0
5864,479,75,10,15
5865,596,0,0,100
5866,400,0,0,100
5867,1397,0,0,100
5868,858,10,0,90
5869,6434,0,0,100
5870,721,87,13,0
5871,455,0,0,100
5872,462,0,0,100
5873,293,77,8,15
5874,421,15,8,77
5875,392,83,8,8
5876,1931,59,41,0
5877,3179,0,0,100
5878,867,0,69,31
5879,613,0,0,100
5880,549,72,11,17
5881,576,8,0,92
5882,1320,56,44,0
5883,687,13,0,88
5884,750,0,0,100
5885,536,9,0,91
5886,1144,0,67,33
5887,518,13,0,87
5888,1960,0,0,100
5889,513,88,12,0
5890,1619,0,0,100
5891,1618,61,39,0
5892,633,0,8,92
5893,3406,50,50,0
5894,785,35,65,0
5895,2418,53,47,0
5896,292,80,20,0
5897,421,23,8,69
5898,542,52,48,0
5899,1510,0,33,67
5900,493,9,9,82
5901,490,11,0,89
5902,399,0,0,100
5903,531,80,20,0
5904,691,15,8,77
5905,1148,0,0,100
5906,526,77,0,23
5907,632,69,0,31
5908,521,0,0,100
5909,737,0,0,100
5910,432,86,14,0
5911,299,18,0,82
5912,739,83,17,0
5913,592,92,0,8
5914,766,63,19,19
5915,1118,0,0,100
5916,524,0,0,100
5917,770,0,64,36
5918,527,81,13,6
5919,329,88,6,6
5920,509,83,0,17
5921,561,100,0,0
5922,1930,0,0,100
5923,905,0,53,47
5924,1843,0,0,100
5925,498,13,37,50
5926,69,71,21,7
5927,507,13,0,88
5930,307,82,0,18
5931,1060,0,0,100
5932,2494,0,0,100
5933,1688,57,44,0
5934,1018,52,48,0
5936,917,62,24,14
5937,287,0,0,100
5938,487,0,0,100
5939,229,22,0,78
5940,643,25,0,75
5941,890,65,30,6
5942,450,61,28,11
5943,765,0,0,100
5944,1708,58,33,8
5945,408,0,0,100
5946,551,100,0,0
5947,1440,29,46,25
5948,3361,82,6,12
5949,924,47,53,0
5950,374,92,0,8
5951,509,0,0,100
5952,334,0,0,100
5953,213,86,14,0
5954,205,85,8,8
5955,53,0,0,0
5956,0,0,0,0
5957,267,0,0,100
5958,475,0,0,100
5959,311,0,0,100
5960,245,0,0,100
5961,207,91,0,9
5962,870,0,0,100
5963,592,73,18,9
5964,1557,43,57,0
5965,378,93,0,7
5966,1042,65,35,0
5967,2120,56,44,0
5968,515,0,0,100
5969,1421,71,29,0
5970,444,14,0,86
5971,481,46,16,38
5972,235,0,0,100
5973,448,0,0,100
5974,411,0,0,100
5975,287,71,7,21
5976,651,71,0,29
5977,360,79,5,16
5978,602,100,0,0
5979,426,85,0,15
5980,543,75,12,13
5981,271,0,0,100
5982,779,64,9,27
5983,640,0,0,100
5984,274,79,7,14
5985,562,82,18,0
5986,792,64,21,14
5987,384,67,13,20
5988,397,0,0,100
5989,355,0,0,100
5990,440,0,0,100
5991,657,90,10,0
5992,995,0,0,100
5993,730,0,0,100
5994,388,0,0,100
5995,442,0,0,100
5996,602,0,20,80
5997,645,65,5,30
5998,476,73,13,13
5999,2393,68,18,14
6000,607,0,0,100
6001,311,0,0,100
6002,868,69,0,31
6003,931,86,14,0
6004,334,0,0,100
6005,811,0,29,71
6006,2333,52,48,0
6007,491,0,0,100
6008,534,71,0,29
6009,1542,75,10,15
6010,356,0,0,100
6011,391,33,44,22
6012,304,86,7,7
6013,247,29,14,57
6014,1621,47,53,0
6015,516,0,0,100
6016,507,83,8,8
6017,530,71,18,12
6018,547,0,0,100
6019,713,65,15,20
6020,1090,65,29,6
6021,365,0,0,100
6022,1509,54,46,0
6023,270,20,0,80
6024,634,25,25,50
6025,491,0,0,100
6026,473,0,0,100
6027,661,0,0,100
6028,445,0,0,100
6029,491,0,0,100
6030,289,70,10,20
6031,780,79,21,0
6032,0,0,0,0
6033,623,50,25,25
6034,254,11,0,89
6035,638,17,17,67
6036,818,53,41,6
6037,1041,81,19,0
6038,747,0,0,100
6039,425,0,0,100
6040,362,0,0,100
6041,818,17,25,58
6042,608,69,31,0
6043,337,92,0,8
6044,341,0,0,100
6045,402,0,0,100
6046,996,0,0,100
6047,432,80,7,13
6048,791,67,6,28
6049,947,100,0,0
6050,252,0,0,100
6051,716,13,0,88
6052,640,0,0,100
6053,560,70,10,20
6054,399,0,0,100
6055,556,25,0,75
6056,1561,76,6,18
6057,607,84,16,0
6058,250,100,0,0
6059,560,88,12,0
6060,1148,100,0,0
6061,415,80,20,0
6062,669,63,13,25
6063,654,94,6,0
6064,382,82,0,18
6065,418,87,0,13
6066,741,61,17,22
6067,666,90,10,0
6068,396,0,0,100
6069,304,91,0,9
6070,141,0,0,100
6071,337,0,0,100
6072,669,0,0,100
6073,1025,62,39,0
6074,454,93,0,7
6075,495,0,0,100
6076,1094,87,13,0
6077,315,0,0,100
6078,836,0,0,100
6079,357,86,5,10
6080,428,94,0,6
6081,1088,50,46,4
6082,966,90,10,0
6083,474,0,0,100
6084,542,93,7,0
6085,1182,80,7,13
6086,0,0,0,0
6087,2998,51,49,0
6088,480,70,25,5
6089,943,58,42,0
6090,285,93,0,7
6091,531,87,7,7
6092,529,69,12,19
6093,801,100,0,0
6094,2019,47,53,0
6095,285,80,7,13
6096,339,0,0,100
6097,1247,50,41,8
6098,426,0,0,100
6099,1024,68,32,0
6100,416,0,0,100
6101,478,83,17,0
6102,522,0,0,100
6103,1222,0,0,100
6104,400,14,0,86
6105,541,17,0,83
6106,0,0,0,0
6107,1581,93,7,0
6108,672,0,0,100
6109,312,0,0,100
6110,543,0,0,100
6111,2310,75,12,13
6112,462,0,0,100
6113,395,0,0,100
6114,1008,71,0,29
6115,400,83,0,17
6116,667,0,0,100
6117,1757,74,27,0
6118,386,0,0,100
6119,703,0,17,83
6120,578,71,10,19
6121,456,81,19,0
6122,968,80,20,0
6123,325,83,0,17
6124,516,92,0,8
6125,465,72,11,17
6126,201,13,0,88
6127,491,65,29,6
6128,456,0,0,100
6129,818,62,23,15
6130,1104,62,34,4
6131,530,20,0,80
6132,263,82,9,9
6133,488,74,5,21
6134,254,0,0,100
6135,576,88,12,0
6136,306,67,8,25
6137,493,13,0,88
6138,332,0,0,100
6139,1170,67,24,10
6140,533,0,0,100
6141,2697,69,25,6
6142,425,0,0,100
6143,597,77,0,23
6144,1118,63,37,0
6145,684,11,0,89
6146,217,87,0,13
6147,447,83,0,17
6148,444,0,0,100
6149,796,65,12,24
6150,626,0,0,100
6151,670,100,0,0
6152,430,9,0,91
6153,285,0,0,100
6154,882,58,27,15
6155,574,92,0,8
6156,486,82,0,18
6157,504,0,0,100
6158,676,73,23,5
6159,1116,10,10,80
6160,916,76,16,8
6161,1224,74,22,4
6162,369,0,0,100
6163,1471,0,0,100
6164,2090,0,0,100
6165,929,0,0,100
6166,187,100,0,0
6167,280,0,0,100
6168,183,92,0,8
6169,458,0,0,100
6170,462,67,13,20
6171,904,13,0,88
6172,1988,77,23,0
6173,456,14,14,71
6174,2052,0,0,100
6175,219,75,8,17
6176,457,0,0,100
6177,604,13,0,88
6178,589,8,0,92
6179,1600,0,0,100
6180,579,0,0,100
6181,222,83,0,17
6182,617,0,17,83
6183,416,0,0,100
6184,565,45,0,55
6185,318,0,25,75
6186,501,0,0,100
6187,763,83,17,0
6188,724,38,8,54
6189,267,83,8,8
6190,0,0,0,0
6191,624,14,0,86
6192,1426,74,13,13
6193,253,89,0,11
6194,485,0,0,100
6195,317,0,0,100
6196,795,64,25,11
6197,498,0,0,100
6198,1036,57,43,0
6199,450,84,11,5
6200,679,78,11,11
6201,1138,0,0,100
6202,177,92,0,8
6203,773,0,0,100
6204,4310,78,19,4
6205,210,91,0,9
6206,2590,73,27,0
6207,265,91,0,9
6208,367,0,0,100
6209,369,0,0,100
6210,473,25,50,25
6211,771,65,15,20
6212,373,0,0,100
6213,678,74,16,11
6214,525,9,0,91
6215,2117,0,0,100
6216,1582,43,40,17
6217,372,82,0,18
6218,597,0,33,67
6219,826,0,0,100
6220,253,91,0,9
6221,476,75,8,17
6222,326,0,0,100
6223,455,90,0,10
6224,802,17,0,83
6225,854,56,33,11
6226,647,0,0,100
6227,422,74,11,16
6228,3298,74,26,0
6229,482,11,0,89
6230,316,0,14,86
6231,659,43,57,0
6232,781,25,8,67
6233,717,11,0,89
6234,422,0,0,100
6235,571,0,0,100
6236,500,14,0,86
6237,400,0,0,100
6238,1214,0,0,100
6239,821,64,18,18
6240,930,0,9,91
6241,640,63,21,16
6242,693,61,28,11
6243,748,75,25,0
6244,700,33,38,29
6245,618,63,16,21
6246,619,54,46,0
6247,161,89,0,11
6248,5052,52,45,3
6249,227,93,0,7
6250,481,0,0,100
6251,666,100,0,0
6252,614,10,0,90
6253,432,0,0,100
6254,1988,55,45,0
6255,228,85,0,15
6256,1084,38,8,54
6257,508,71,19,10
6258,254,25,0,75
6259,426,0,20,80
6260,370,0,0,100
6261,1206,61,39,0
6262,27,0,0,0
6263,1498,58,42,0
6264,1365,0,0,100
6265,537,90,0,10
6266,206,92,0,8
6267,4572,81,19,0
6268,1294,71,17,13
6269,504,0,0,100
6270,1249,40,40,20
6271,514,0,0,100
6272,757,65,23,12
6273,450,0,0,100
6274,297,92,0,8
6275,366,44,33,22
6276,1079,79,14,7
6277,559,0,17,83
6278,258,83,0,17
6279,1603,86,10,5
6280,657,74,16,11
6281,288,86,0,14
6282,2192,54,46,0
6283,869,68,32,0
6284,691,56,11,33
6285,1732,74,17,9
6286,554,11,0,89
6287,570,87,0,13
6288,645,20,13,67
6289,756,88,0,13
6290,500,0,0,100
6291,1997,100,0,0
6292,428,0,0,100
6293,279,89,0,11
6294,1020,64,20,16
6295,709,33,20,47
6296,328,91,0,9
6297,715,63,38,0
6298,369,86,7,7
6299,2873,67,21,13
6300,311,83,8,8
6301,243,88,0,13
6302,301,77,8,15
6303,517,0,25,75
6304,190,78,0,22
6305,1888,0,0,100
6306,1970,38,62,0
6307,121,0,0,100
6308,446,72,22,6
6309,1533,0,0,100
6310,1160,0,0,100
6311,463,0,0,100
6312,4038,58,39,3
6313,264,88,6,6
6314,1406,82,18,0
6315,478,0,0,100
6316,1089,49,51,0
6317,403,0,0,100
6318,387,83,17,0
6319,369,0,0,100
6320,499,10,0,90
6321,289,81,6,13
6322,2155,44,56,0
6323,868,55,45,0
6324,899,81,6,13
6325,220,73,9,18
6326,335,79,7,14
6327,209,86,7,7
6328,331,25,0,75
6329,366,0,0,100
6330,182,80,0,20
6331,409,0,0,100
6332,351,82,0,18
6333,884,68,16,16
6334,1075,64,27,9
6335,926,50,44,7
6336,961,60,36,4
6337,1826,63,33,4
6338,1426,76,24,0
6339,2096,54,46,0
6340,1171,52,48,0
6341,36,0,0,0
6342,1019,31,15,54
6343,732,90,10,0
6344,1497,65,35,0
6345,279,10,10,80
6346,0,0,0,0
6347,702,75,26,0
6348,1195,62,38,0
6349,489,0,0,100
6350,532,100,0,0
6351,0,0,0,0
6352,0,0,0,0
6353,496,0,8,92
6354,302,9,9,82
6355,401,79,7,14
6356,357,81,6,13
6357,529,0,0,100
6358,521,74,10,16
6359,205,0,0,100
6360,1014,0,63,38
6361,1197,62,38,0
6362,1300,0,0,100
6363,640,0,69,31
6364,1159,94,6,0
6365,650,67,10,24
6366,621,64,23,14
6367,1577,0,59,41
6368,403,20,0,80
6369,314,0,8,92
6370,1821,88,0,13
6371,487,75,8,17
6372,862,0,56,44
6373,2917,73,27,0
6374,58,0,0,100
6375,477,81,14,5
6376,729,0,0,100
6377,4123,56,16,29
6378,667,0,0,100
6379,593,0,17,83
6380,1680,73,27,0
6381,692,74,17,9
6382,571,74,5,21
6383,501,67,8,25
6384,929,78,22,0
6385,1639,76,24,0
6386,805,0,64,36
6387,457,76,24,0
6388,393,0,0,100
6389,1426,0,0,100
6390,1067,0,0,100
6391,3370,83,11,6
6392,505,0,73,27
6393,322,100,0,0
6394,505,0,0,100
6395,1109,82,18,0
6396,507,65,35,0
6397,21,65,12,24
6398,571,0,20,80
6399,274,20,0,80
6400,555,67,11,22
6401,792,0,67,33
6402,1708,83,6,11
6403,255,18,9,73
6404,381,20,0,80
6405,1005,83,17,0
6406,1120,100,0,0
6407,338,0,0,100
6408,855,71,30,0
6409,237,17,17,67
6410,195,0,0,100
6411,1218,0,58,42
6412,696,100,0,0
6413,1018,75,15,10
6414,488,87,7,7
6415,710,81,6,13
6416,333,0,0,100
6417,911,77,18,5
6418,733,64,14,21
6419,251,0,0,100
6420,879,0,53,47
6421,256,0,0,100
6422,848,8,54,38
6423,1290,59,41,0
6424,1108,100,0,0
6425,496,63,37,0
6426,809,83,17,0
6427,1676,100,0,0
6428,1175,0,0,100
6429,433,85,0,15
6430,397,91,0,9
6431,436,71,14,14
6432,1294,59,26,15
6433,3938,67,33,0
6434,1828,43,56,0
6435,646,6,69,25
6436,573,60,40,0
6437,904,73,18,9
6438,742,0,0,100
6439,396,0,0,100
6440,563,0,0,100
6441,0,0,0,0
6442,2823,55,9,36
6443,1893,73,27,0
6444,973,64,28,8
6445,456,77,8,15
6643,426,21,14,64
7656,44,0,0,0
7657,328,94,6,0
7658,661,72,11,17
7663,468,56,13,31
7664,88,0,0,100
7665,557,0,0,100
7666,2162,0,0,100
7667,681,0,0,100
7669,291,88,6,6
7670,279,75,6,19
7671,1744,78,21,0
7672,745,65,19,15
7673,1498,0,8,92
7674,468,70,30,0
7675,546,0,55,45
7676,267,88,6,6
7677,0,0,0,0
7678,1230,75,25,0
7679,303,80,0,20
7680,650,0,0,100
7681,1403,68,32,0
7682,846,82,0,18
7683,491,80,7,13
7684,2400,45,55,0
7685,415,80,15,5
7686,753,29,18,53
7687,638,18,9,73
7688,373,0,0,100
7689,436,0,0,100
7690,1026,90,10,0
7691,1913,61,39,0
7692,209,0,0,100
7693,561,0,0,100
7694,759,85,16,0
7695,0,0,0,0
7896,248,0,8,92
7892,970,74,26,0
7893,805,69,19,12
7894,0,0,0,0
7895,439,82,18,0
8438,36,0,0,0
8451,1154,14,14,71
8452,236,0,0,100
8453,725,25,0,75
8798,282,50,17,33
8799,325,90,0,10
8806,446,100,0,0
9157,509,100,0,0
