Submission ID,Marking_Time (seconds),Text (%),Drawing (%),Recording (%)
4526,533,0,0,100
4527,347,0,0,100
4528,264,0,0,100
4529,377,0,0,100
4530,524,4,52,44
4531,825,50,0,50
4532,1323,60,40,0
4533,398,29,14,57
4534,450,27,0,73
4535,281,80,7,13
4536,381,14,0,86
4537,740,100,0,0
4538,386,0,0,100
4539,1542,78,6,17
4540,591,0,0,100
4541,938,29,0,71
4542,944,11,58,32
4543,417,0,0,100
4544,433,100,0,0
4545,946,86,10,5
4546,323,92,0,8
4547,445,100,0,0
4548,1521,0,25,75
4549,2402,80,13,7
4550,1603,57,21,21
4551,2842,65,25,10
4552,494,72,28,0
4553,451,0,0,100
4554,825,80,0,20
4555,454,50,0,50
4556,418,0,0,100
4557,631,94,6,0
4558,398,40,0,60
4559,1016,50,50,0
4560,295,0,0,100
4561,526,25,0,75
4562,678,29,14,57
4563,469,11,63,26
4564,483,6,56,38
4565,434,0,0,100
4566,670,21,32,47
4567,365,83,8,8
4568,720,0,0,100
4569,576,0,67,33
4570,1801,29,29,43
4571,262,100,0,0
4572,855,69,31,0
4573,305,0,0,100
4574,1310,68,32,0
4575,471,53,35,12
4576,245,0,0,100
4577,1096,94,0,6
4578,399,0,0,100
4579,1809,67,33,0
4580,754,27,27,45
4581,660,88,0,13
4582,952,60,40,0
4583,246,0,0,100
4584,277,0,0,100
4585,379,0,0,100
4586,366,23,16,62
4587,579,0,71,29
4588,344,100,0,0
4589,333,25,0,75
4590,704,0,50,50
4591,1119,6,44,50
4592,843,88,6,6
4593,254,25,0,75
4594,454,40,0,60
4595,469,0,0,100
4596,1253,0,58,42
4597,447,0,0,100
4598,569,0,0,100
4599,925,50,25,25
4600,587,74,26,0
4601,383,0,0,100
4602,658,50,50,0
4603,693,0,20,80
4604,567,0,0,100
4605,337,0,0,100
4606,787,0,0,100
4607,280,25,13,63
4608,557,92,8,0
4609,811,0,63,37
4610,460,0,0,100
4611,433,73,27,0
4612,650,0,75,25
4613,1127,94,6,0
4614,654,0,0,100
4615,306,0,0,100
4616,368,14,0,86
4617,361,60,0,40
4618,348,0,0,100
4619,691,0,0,100
4620,404,0,0,100
4621,684,17,0,83
4622,162,43,0,57
4623,393,0,0,100
4624,599,76,24,0
4625,1013,0,0,100
4626,341,0,0,100
4627,669,0,0,100
4628,16,0,100,0
4629,681,79,7,14
4630,330,0,0,100
4631,653,36,27,36
4632,430,0,0,100
4633,1543,10,38,52
4634,541,0,0,100
4635,282,86,0,14
4636,1406,76,12,12
4637,1253,57,43,0
4638,494,83,0,17
4639,451,0,0,100
4640,918,25,13,63
4641,396,83,17,0
4642,1463,100,0,0
4643,988,71,29,0
4644,455,0,0,100
4645,594,0,0,100
4646,576,76,24,0
4647,625,64,21,14
4648,362,0,0,100
4649,1718,75,19,6
4650,512,0,0,100
4651,512,50,0,50
4652,782,47,53,0
4653,957,92,8,0
4654,1013,81,13,6
4655,1883,0,44,56
4656,642,0,0,100
4657,546,0,0,100
4658,994,75,6,19
4659,1095,100,0,0
4660,370,100,0,0
4661,1921,9,64,27
4662,292,0,0,100
4663,1065,67,0,33
4664,497,80,10,10
4665,1688,72,28,0
4666,645,100,0,0
4667,1077,30,30,40
4668,558,0,0,100
4669,466,38,0,63
4670,325,0,0,100
4671,547,0,0,100
4672,350,25,0,75
4673,1576,71,29,0
4674,752,0,0,100
4675,400,0,0,100
4676,1385,0,40,60
4677,985,42,25,33
4678,892,0,0,100
4679,462,14,0,86
4680,682,5,55,41
4681,688,71,18,12
4682,670,0,0,100
4683,683,57,39,5
4684,572,0,0,100
4685,173,0,0,100
4686,1188,48,52,0
4687,699,100,0,0
4688,501,0,0,100
4689,491,17,0,83
4690,380,82,9,9
4691,685,25,0,75
4692,1082,100,0,0
4693,552,80,0,20
4694,292,100,0,0
4695,8107,0,33,67
4696,313,0,0,100
4697,327,0,0,100
4698,971,43,24,33
4699,803,50,0,50
4700,732,0,0,100
4701,1025,70,0,30
4702,733,60,0,40
4703,1011,0,0,100
4704,1311,22,44,33
4705,558,100,0,0
4706,432,33,0,67
4707,388,0,0,100
4708,615,10,10,80
4709,516,0,0,100
4710,763,75,25,0
4711,729,0,0,100
4712,670,76,24,0
4713,1132,0,31,69
4714,631,25,8,67
4715,789,29,28,43
4716,609,0,62,38
4717,1043,0,0,100
4718,821,67,17,17
4719,852,73,27,0
4720,625,71,24,6
4721,375,0,0,100
4722,522,67,11,22
4723,899,68,26,5
4724,380,67,0,33
4725,433,80,20,0
4726,391,50,25,25
4727,969,83,8,8
4728,489,0,0,100
4729,679,30,10,60
4730,585,0,0,100
4731,1041,0,27,73
4732,429,0,0,100
4733,691,27,0,73
4734,360,0,0,100
4735,1127,57,0,43
4736,836,20,0,80
4737,809,0,0,100
4738,717,20,0,80
4739,448,50,0,50
4740,288,33,0,67
4741,0,0,0,0
4742,1272,42,58,0
4743,496,81,19,0
4744,514,0,50,50
4745,528,43,0,57
4746,476,0,64,36
4747,323,0,0,100
4748,601,0,0,100
4749,0,0,0,0
4750,757,0,48,52
4751,655,93,7,0
4752,252,0,0,100
4753,408,5,53,42
4754,504,0,0,100
4755,432,0,0,100
4756,460,71,14,14
4757,659,65,24,12
4758,664,0,0,100
4759,320,0,0,100
4760,618,25,0,75
4761,761,93,0,7
4762,306,40,0,60
4763,1704,15,15,69
4764,318,40,0,60
4765,848,93,0,7
4766,895,53,42,5
4767,204,0,0,100
4768,738,92,8,0
4769,595,0,0,100
4770,751,0,0,100
4771,781,0,0,100
4772,1170,47,53,0
4773,1150,50,50,0
4774,603,80,20,0
4775,484,71,14,14
4776,602,0,0,100
4777,1076,88,6,6
4778,215,25,0,75
4779,386,0,0,100
4780,294,0,0,100
4781,573,57,0,43
4782,451,5,58,38
4783,472,17,0,83
4784,986,0,0,100
4785,950,80,13,7
4786,625,75,0,25
4787,1676,50,37,13
4788,373,50,0,50
4789,1650,56,44,0
4790,407,20,0,80
4791,718,80,0,20
4792,0,0,0,0
4793,569,0,0,100
4794,460,64,29,7
4795,625,74,22,4
4796,295,43,0,57
4869,313,81,6,13
5047,1673,17,0,83
5048,1124,53,48,0
5049,2456,50,50,0
5050,1085,0,0,100
5051,281,0,0,100
5052,313,0,0,100
5053,787,0,0,100
5054,2221,94,0,6
5055,169,43,0,57
5056,1335,25,0,75
5057,456,0,0,100
5058,460,25,13,63
5059,419,13,0,88
5060,600,0,11,89
5061,488,73,26,0
5062,991,69,0,31
5063,527,0,0,100
5064,409,0,50,50
5065,1673,75,25,0
5066,1782,100,0,0
5067,660,0,0,100
5068,115,50,0,50
5069,570,76,24,0
5070,786,93,7,0
5071,0,0,0,0
5072,393,9,55,36
5073,488,11,0,89
5074,984,74,27,0
5075,1265,42,58,0
5076,398,0,0,100
5077,249,0,70,30
5078,794,0,0,100
5079,1606,56,44,0
5080,269,36,9,55
5081,371,79,21,0
5082,432,50,34,17
5083,0,0,0,0
5084,217,100,0,0
5085,195,0,0,100
5086,1588,71,29,0
5087,2505,54,46,0
5088,2298,70,30,0
5089,350,38,0,63
5090,387,36,18,45
5091,1016,100,0,0
5092,708,17,39,44
5093,462,43,0,57
5094,531,0,0,100
5095,505,20,0,80
5096,324,8,67,25
5097,408,100,0,0
5098,340,78,6,17
5099,626,73,26,0
5100,227,82,0,18
5101,1618,0,0,100
5102,1411,90,10,0
5103,302,0,73,27
5104,486,0,0,100
5105,226,0,0,100
5106,107,50,0,50
5107,1554,65,36,0
5108,421,0,0,100
5109,569,20,20,60
5110,510,50,0,50
5111,213,0,0,100
5112,518,0,0,100
5113,482,63,25,13
5114,375,71,29,0
5115,666,5,37,58
5116,336,38,0,62
5117,209,0,0,100
5118,680,0,0,100
5119,462,0,0,100
5120,506,0,0,100
5121,355,0,0,100
5122,919,68,32,0
5123,610,44,0,56
5124,723,71,7,21
5125,1008,33,67,0
5126,1291,63,38,0
5127,225,0,67,33
5128,575,0,0,100
5129,908,100,0,0
5130,813,0,0,100
5131,274,10,10,80
5132,470,0,0,100
5133,578,76,18,6
5134,312,0,0,100
5135,357,0,63,38
5136,623,94,6,0
5137,939,93,0,7
5138,326,0,56,44
5139,349,33,0,67
5140,403,76,24,0
5141,593,11,11,78
5142,314,22,11,67
5143,994,0,0,100
5144,447,29,0,71
5145,364,83,0,17
5146,369,29,0,71
5147,1174,44,55,0
5148,363,100,0,0
5149,781,100,0,0
5150,748,84,16,0
5151,227,0,60,40
5152,301,0,17,83
5153,284,0,0,100
5154,412,67,33,0
5155,1091,78,17,6
5156,271,100,0,0
5157,118,0,0,100
5158,277,20,0,80
5159,924,100,0,0
5160,912,33,66,0
5161,652,67,33,0
5162,682,100,0,0
5163,628,57,0,43
5164,1459,45,56,0
5165,198,100,0,0
5166,724,0,0,100
5167,971,75,25,0
5168,675,44,11,44
5169,1547,74,22,5
5170,546,50,0,50
5171,343,83,0,17
5172,462,0,0,100
5173,649,80,20,0
5174,615,80,20,0
5175,421,73,26,0
5176,143,25,25,50
5177,665,72,17,11
5178,268,87,13,0
5179,299,15,54,31
5180,530,88,6,6
5181,1640,58,42,0
5182,867,76,24,0
5183,355,0,0,100
5184,885,75,6,19
5185,635,75,25,0
5186,210,0,0,100
5187,1748,86,14,0
5188,742,0,9,91
5189,352,0,59,41
5190,104,50,0,50
5191,0,0,0,0
5192,321,0,0,100
5193,918,94,0,6
5194,620,59,41,0
5195,165,50,0,50
5196,361,0,0,100
5197,326,0,0,100
5198,259,0,0,100
5199,328,0,0,100
5200,1886,80,20,0
5201,2504,42,59,0
5202,391,0,14,86
5203,442,0,0,100
5204,218,0,69,31
5205,269,100,0,0
5206,441,92,8,0
5207,1602,56,44,0
5208,333,75,25,0
5209,273,0,0,100
5210,839,59,37,4
5211,204,14,29,57
5212,564,13,13,75
5213,580,17,17,67
5214,403,0,0,100
5215,396,11,11,78
5216,191,13,13,75
5217,434,14,0,86
5218,516,55,9,36
5219,97,0,71,29
5220,501,90,10,0
5221,357,29,0,71
5222,612,55,18,27
5223,466,57,43,0
5224,381,0,0,100
5225,1386,53,47,0
5226,678,20,0,80
5227,1480,79,21,0
5228,618,50,21,29
5229,193,91,0,9
5230,304,86,14,0
5231,618,0,0,100
5232,348,0,46,54
5233,317,82,0,18
5234,384,44,11,44
5235,332,0,0,100
5236,877,0,0,100
5237,1084,18,64,18
5238,634,67,34,0
5239,1636,82,0,18
5240,434,75,25,0
5241,622,0,0,100
5242,835,0,0,100
5243,469,0,0,100
5244,547,53,7,40
5245,386,43,0,57
5246,190,0,75,25
5247,862,100,0,0
5248,830,74,26,0
5249,618,0,50,50
5250,544,85,0,15
5251,708,40,20,40
5252,781,0,0,100
5253,517,0,0,100
5254,524,35,22,43
5255,484,100,0,0
5256,881,41,59,0
5257,339,0,0,100
5258,442,63,37,0
5259,309,0,0,100
5260,383,33,0,67
5261,465,92,8,0
5262,726,0,0,100
5263,602,21,0,79
5264,275,100,0,0
5265,387,0,63,38
5266,1416,0,0,100
5267,714,7,47,47
5268,563,0,0,100
5269,195,67,0,33
5270,346,25,0,75
5271,187,25,0,75
5272,287,13,0,88
5273,471,100,0,0
5274,363,77,23,0
5275,401,93,7,0
5276,669,0,50,50
5277,1826,60,40,0
5278,1367,67,33,0
5279,283,0,0,100
5280,573,26,26,47
5281,437,0,0,100
5282,801,69,16,15
5283,238,0,0,100
5284,2099,61,39,0
5285,879,69,25,6
5286,1202,47,53,0
5287,387,43,57,0
5288,495,17,17,67
5289,0,0,0,0
5290,164,10,90,0
5291,264,13,67,20
5292,376,40,0,60
5293,325,62,0,38
5294,519,76,12,12
5295,129,64,36,0
5296,1136,80,20,0
5297,247,29,0,71
5298,715,0,13,88
5299,519,17,0,83
5300,383,85,0,15
5301,684,92,0,8
5302,652,25,0,75
5303,300,9,45,45
5304,1299,0,0,100
5305,696,83,17,0
5306,406,94,0,6
5307,464,100,0,0
5308,335,25,0,75
5309,2921,41,59,0
5310,597,67,0,33
5311,388,0,0,100
5312,223,100,0,0
5313,1407,0,0,100
5314,263,0,67,33
5315,339,8,58,33
5316,92,100,0,0
5317,488,82,12,6
5318,1453,75,25,0
5319,596,11,0,89
5320,270,0,14,86
5321,569,0,0,100
5322,578,0,0,100
5323,1009,83,17,0
5324,336,0,67,33
5325,962,84,10,5
5326,1122,40,0,60
5327,300,29,0,71
5328,545,0,0,100
5329,321,0,0,100
5330,546,80,7,13
5331,366,0,69,31
5332,1395,46,54,0
5333,405,50,0,50
5334,431,13,7,80
5335,429,0,0,100
5336,1736,70,31,0
5337,493,87,7,7
5338,416,0,0,100
5339,921,57,43,0
5340,336,0,50,50
5341,132,33,17,50
5342,439,88,13,0
5343,1831,57,42,0
5344,1797,39,61,0
5345,100,50,0,50
5346,425,0,20,80
5347,1293,50,50,0
5348,440,50,17,33
5349,989,38,12,50
5350,1313,60,40,0
5351,827,44,17,39
5352,1713,79,14,7
5353,407,0,0,100
5354,241,0,0,100
5355,1289,93,7,0
5356,217,0,0,100
5357,1957,44,55,0
5358,1507,67,33,0
5359,384,85,16,0
5360,729,15,23,62
5361,445,43,0,57
5362,373,29,14,57
5364,267,0,0,100
5365,1100,77,18,5
5373,286,80,7,13
5374,2274,0,38,63
5377,472,50,0,50
5451,527,0,0,100
5452,427,40,0,60
5453,589,0,0,100
5455,185,0,0,100
5460,0,0,0,0
5475,182,100,0,0
5476,1149,4,67,30
5477,69,0,0,0
5478,281,67,0,33
5479,527,78,22,0
5480,162,38,0,63
5481,396,29,14,57
5482,698,68,32,0
5483,679,74,26,0
5484,100,0,0,0
5485,883,81,6,13
5486,0,0,0,0
5487,402,29,14,57
5488,644,17,0,83
5489,241,20,0,80
5490,632,7,28,64
5491,588,45,54,0
5500,299,100,0,0
5501,528,82,18,0
5503,0,0,0,0
5504,0,0,0,0
5505,0,0,0,0
5506,0,0,0,0
5507,0,0,0,0
5508,0,0,0,0
5509,0,0,0,0
5510,0,0,0,0
