"","SubID","MarkerID","AnnotType","Page","Xlocation","Ylocation","Xdim","Ydim","Filename","Annotation","Duration.sec","Consent"
"23",6448,"T10","Freehand",8,0.1006373,0.4595813,0.06064967,0.3213077,"annot__2013_09_10_08_43_08.png","Annotation",NA,"Yes"
"24",6448,"T10","Text",6,0.1238692,0.5222034,0.8028372,0.05560331,"ann__2013_09_10_08_41_41.(null)","Figure legend should include : dependent and independent variables. tissue (sciatic nerve of Bufo marinus). mean of three replicates and correct units. I have included a template of a standard figure legend in your osmosis feedback. so please refer to it.",NA,"Yes"
"25",6448,"T10","Text",8,0.1757812,0.7578535,0.57463,0.05560331,"ann__2013_09_10_08_43_00.(null)","Low temp = CAP velocity decreases. CAP last for a longer duration of time. increasing probability of CAP exciting the next node of Ranvier - less signal degradation. improving symptoms of multiple sclerosis.",NA,"Yes"
"26",6448,"T10","Freehand",3,0.1021793,0.6566469,0.06938734,0.03653932,"annot__2013_09_10_11_16_23.png","Annotation",NA,"Yes"
"27",6448,"T10","Text",7,0.1113281,0.1576697,0.7843339,0.04130532,"ann__2013_09_10_08_46_57.(null)","Remember to refer the reader back to the relevant table/figure that showed the data. Eg (refer to table 1) or...as seen in Figure 1.",NA,"Yes"
"28",6448,"T10","Text",2,0.447574,0.89369,0.2179276,0.02700732,"","Avoid using this in your legend",NA,"Yes"
"29",6448,"T10","Text",8,0.1689967,0.3571123,0.5509868,0.05560331,"","Explain how temperature affects the kinetic energy of the ions. how quickly are the channels opening their gates. how quickly are threshold reached. speed of AP generated",NA,"Yes"
"30",6448,"T10","Text",8,0.2482525,0.2625868,0.5900493,0.02700732,"ann__2013_09_10_08_43_20.(null)","Explanation to biological mechanism needed in-depth detail to fully explain the process  ",NA,"Yes"
"31",6448,"T10","Text",7,0.2341693,0.3284512,0.7452714,0.05560331,"","Explanation have not quite explained the mechanism involved. Should define what compound action potential is. explain threshold of individual axon reached. what does the peak CAP means. what causes the plateau in fig2",NA,"Yes"
"32",6448,"T10","Freehand",3,0.07956415,0.6888174,0.1141036,0.04209965,"annot__2013_09_10_11_16_42.png","Annotation",NA,"Yes"
"33",6448,"T10","Text",5,0.1022821,0.3215691,0.7843339,0.04130532,"ann__2013_09_10_08_41_00.(null)","Remember to refer the reader back to the relevant table/figure that showed the data. Eg (refer to table 1) or...as seen in Figure 1.",NA,"Yes"
"34",6448,"T10","Text",3,0.02199835,0.6741222,0.1264391,0.02700732,"","Negative control",NA,"Yes"
"35",6448,"T10","Text",3,0.4980469,0.4735532,0.05653783,0.02700732,"ann__2013_09_10_08_39_33.(null)","Good",NA,"Yes"
"36",6448,"T10","Text",4,0.1432977,0.5824423,0.4677221,0.02700732,"","Tissue? What does the blue and red line represents? See fig1 legend ",NA,"Yes"
"37",6448,"T10","Text",2,0.103824,0.92851,0.8028372,0.05560331,"ann__2013_09_10_08_39_15.(null)","Figure legend should include : dependent and independent variables. tissue (sciatic nerve of Bufo marinus). mean of three replicates and correct units. I have included a template of a standard figure legend in your osmosis feedback. so please refer to it.",NA,"Yes"
"38",6448,"T10","Text",7,0.5734992,0.3931893,0.03700658,0.02700732,"","??",NA,"Yes"
"39",6448,"T10","Text",7,0.5443051,0.1437689,0.05653783,0.02700732,"ann__2013_09_10_08_46_56.(null)","Good",NA,"Yes"
"40",6448,"T10","Text",1,0.5972451,0.1290791,0.338199,0.04130532,"ann__2013_09_10_08_38_47.(null)","include tissue and species of animal the  tissue is obtained",NA,"Yes"
"41",6448,"T10","Text",3,0.3524876,0.8246484,0.209704,0.02700732,"","What exactly did you record?",NA,"Yes"
"42",6448,"T10","Freehand",3,0.1828742,0.7154276,0.2143298,0.1346395,"annot__2013_09_10_11_17_34.png","Annotation",NA,"Yes"
"43",6448,"T10","Freehand",2,0.1278783,0.7777175,0.3551604,0.1612496,"annot__2013_09_10_08_42_00.png","Annotation",NA,"Yes"
"44",6448,"T10","Freehand",7,0.4311267,0.4007355,0.1418586,0.03733366,"annot__2013_09_10_08_47_38.png","Annotation",NA,"Yes"
"45",6448,"T10","Text",5,0.5242599,0.2909873,0.05653783,0.02700732,"ann__2013_09_10_11_20_14.(null)","Good",NA,"Yes"
"46",6448,"T10","Text",8,0.7432154,0.1402595,0.05653783,0.02700732,"ann__2013_09_10_08_46_36.(null)","Good",NA,"Yes"
"47",6448,"T10","Text",7,0.1905301,0.7713129,0.5561267,0.02700732,"","Good reason given for the variation in peak. What abut latency? Diameter of axons.",NA,"Yes"
"48",6448,"T10","Text",3,0.1715666,0.6999381,0.3710938,0.02700732,"","No suitable positive control sample for this experiment",NA,"Yes"
"49",6448,"T10","Text",2,0.1278782,0.7753344,0.05345395,0.02700732,"","Peak",NA,"Yes"
"50",6448,"T10","Freehand",3,0.04615542,0.6653846,0.007195724,0.005560332,"annot__2013_09_10_11_16_38.png","Annotation",NA,"Yes"
"51",6449,"T02","Text",5,0.3838404,0.373995,0.1531661,0.02700732,"","At a stimulus of 1.5V",NA,"Yes"
"52",6449,"T02","Text",5,0.7780634,0.7846652,0.1418585,0.04130532,"","Good but expand . references ? ",NA,"Yes"
"53",6449,"T02","Text",4,0.1792763,0.2980711,0.809005,0.04130532,"","You need to specifically state values of time and corresponding CAP ( compound action potentials ) in the results section!!!! Not just the anomalies ! ",NA,"Yes"
"54",6449,"T02","Recording",6,0.5853208,0.6993396,30,30,"annot__2013_09_09_03_01_09.m4a","Annotation 13",25,"Yes"
"55",6449,"T02","Recording",5,0.4285567,0.6218269,30,30,"annot__2013_09_09_02_58_37.m4a","Annotation 6",29,"Yes"
"56",6449,"T02","Text",6,0.5287829,0.1540299,0.0390625,0.02700732,"","Ok",NA,"Yes"
"57",6449,"T02","Recording",5,0.5062706,0.817233,30,30,"ann__2013_09_09_02_59_45.m4a","Annotation 13",44,"Yes"
"58",6449,"T02","Recording",3,0.4516858,0.466007,30,30,"annot__2013_09_09_02_52_07.m4a","Annotation 2",20,"Yes"
"59",6449,"T02","Text",6,0.5956004,0.2509386,0.1058799,0.02700732,"","References? ",NA,"Yes"
"60",6449,"T02","Text",5,0.4917763,0.7207214,0.1058799,0.02700732,"","References? ",NA,"Yes"
"61",6449,"T02","Text",6,0.3433388,0.170711,0.5458471,0.04130532,"ann__2013_09_09_03_00_46.(null)","Please use specific values and refer the reader to the table/ figure to support your statement !! ",NA,"Yes"
"62",6449,"T02","Text",2,0.1171875,0.7650081,0.8460115,0.04130532,"ann__2013_09_09_02_51_55.(null)","This graph illustrates the mean compound action potential (n=3) with varying stimulus voltage strengths (V) in the sciatic nerve of the Bufo Marinus. ",NA,"Yes"
"63",6449,"T02","Text",6,0.2671669,0.4034505,0.1541941,0.02700732,"","Good - references ? ",NA,"Yes"
"64",6450,"T15","Recording",3,0.4431195,0.4947355,30,30,"annot__2013_09_08_07_07_14.m4a","Annotation 2",15,"Yes"
"65",6450,"T15","Recording",6,0.3965186,0.1319212,30,30,"annot__2013_09_08_07_09_44.m4a","Annotation 13",5,"Yes"
"66",6450,"T15","Recording",6,0.3999452,0.2706648,30,30,"annot__2013_09_08_07_09_53.m4a","Annotation 14",11,"Yes"
"67",6450,"T15","Recording",3,0.7398575,0.3443418,30,30,"annot__2013_09_08_07_06_58.m4a","Annotation 1",9,"Yes"
"68",6450,"T15","Recording",4,0.4067982,0.2874797,30,30,"annot__2013_09_08_07_08_11.m4a","Annotation 7",20,"Yes"
"69",6450,"T15","Recording",5,0.5064418,0.7389914,30,30,"ann__2013_09_08_07_09_31.m4a","Variations",30,"Yes"
"70",6450,"T15","Recording",3,0.7837172,0.4957946,30,30,"annot__2013_09_08_07_08_39.m4a","Annotation 8",10,"Yes"
"71",6450,"T15","Recording",5,0.584978,0.8607891,30,30,"annot__2013_09_08_07_09_34.m4a","Annotation 12",5,"Yes"
"72",6450,"T15","Recording",3,0.240954,0.767986,30,30,"annot__2013_09_08_07_07_32.m4a","Annotation 3",4,"Yes"
"73",6450,"T15","Recording",5,0.3848684,0.6606171,30,30,"annot__2013_09_08_07_09_21.m4a","Annotation 10",6,"Yes"
"74",6450,"T15","Recording",6,0.5322095,0.4951963,30,30,"annot__2013_09_08_07_10_08.m4a","Annotation 15",7,"Yes"
"75",6450,"T15","Recording",5,0.4986294,0.5419967,30,30,"annot__2013_09_08_07_09_04.m4a","Annotation 9",14,"Yes"
"76",6451,"T13","Freehand",5,0.1571752,0.2147312,0.3757196,0.524657,"annot__2013_08_26_06_50_19.png","Annotation",NA,"Yes"
"77",6451,"T13","Text",6,0.4975329,0.3951101,0.416324,0.05560331,"ann__2013_08_26_06_51_45.(null)","Inappropriate reference - you are not allowed to use websites as references. Use only: lecture notes. books or journal papers",NA,"Yes"
"78",6451,"T13","Text",5,0.4651522,0.2897958,0.3186678,0.05560331,"ann__2013_08_26_06_43_47.(null)","You could give here the definition what CAP is and explain that a nerve contains more than axons differing from size and thresholds etc",NA,"Yes"
"79",6451,"T13","Text",2,0.6068051,0.02866134,0.2292352,0.04130532,"","This was not important for exp 1",NA,"Yes"
"80",6451,"T13","Text",5,0.1930509,0.7822822,0.3515625,0.04130532,"","You need to use references to answer this question",NA,"Yes"
"81",6451,"T13","Text",3,0.2203947,0.4481345,0.2271793,0.02700732,"","What was your control impulse?",NA,"Yes"
"82",6451,"T13","Text",4,0.05592105,0.1487364,0.07606908,0.02700732,"","Control?",NA,"Yes"
"83",6451,"T13","Freehand",6,0.4568256,0.1985126,0.1917147,0.011915,"annot__2013_08_26_06_51_07.png","Annotation",NA,"Yes"
"84",6451,"T13","Text",4,0.6316818,0.454335,0.3104441,0.03777328,"ann__2013_08_26_06_42_52.(null)","Maybe we needed to apply more anaesthetic to block the impulse",NA,"Yes"
"85",6451,"T13","Text",6,0.6378496,0.1770657,0.157278,0.02700732,"ann__2013_08_26_06_51_48.(null)","Not a good reference",NA,"Yes"
"86",6451,"T13","Freehand",3,0.1674548,0.3250128,0.1526521,0.02740449,"annot__2013_08_26_06_40_52.png","Annotation",NA,"Yes"
"87",6451,"T13","Text",1,0.1413446,0.3463292,0.4461349,0.02700732,"ann__2013_08_30_09_19_29.(null)","The hypothesis is missing the subject (in B. marines sciatic nerve) ",NA,"Yes"
"88",6451,"T13","Freehand",4,0.2306743,0.1654174,0.1937706,0.009531997,"annot__2013_08_26_06_42_22.png","Annotation",NA,"Yes"
"89",6451,"T13","Freehand",4,0.0728824,0.1662118,0.5299137,0.3447406,"annot__2013_08_26_06_42_48.png","Annotation",NA,"Yes"
"90",6451,"T13","Freehand",2,0.5945724,0.04891684,0.131065,0.06632681,"annot__2013_08_26_06_39_03.png","Annotation",NA,"Yes"
"91",6451,"T13","Text",5,0.212685,0.4077542,0.2261513,0.02700732,"","Nerve origin/ size; human errors",NA,"Yes"
"92",6451,"T13","Freehand",2,0.5616776,0.1120663,0.0858347,0.005957498,"annot__2013_08_26_06_38_37.png","Annotation",NA,"Yes"
"93",6451,"T13","Text",2,0.4569285,0.3785651,0.1387747,0.06990131,"ann__2013_08_26_06_40_17.(null)","Not sure what you did wrong this response seems to be too high",NA,"Yes"
"94",6452,"T13","Freehand",4,0.2311488,0.07840742,0.5212551,0.008004433,"annot__2013_08_22_10_32_43.png","Annotation",NA,"No login"
"95",6452,"T13","Text",7,0.445107,0.4881122,0.2508224,0.02700732,"ann__2013_08_22_11_22_36.(null)","Where did you get this information?",NA,"No login"
"96",6452,"T13","Text",7,0.2070312,0.3224937,0.07195724,0.02700732,"","Explain!",NA,"No login"
"97",6452,"T13","Text",1,0.1757812,0.3431519,0.4461349,0.02700732,"ann__2013_08_30_04_21_57.(null)","The hypothesis is missing the subject (in B. marines sciatic nerve) ",NA,"No login"
"98",6452,"T13","Text",3,0.7641859,0.3480485,0.1685855,0.04130532,"","This was the only thing you needed to write",NA,"No login"
"99",6452,"T13","Text",1,0.3700659,0.4515783,0.2631579,0.05560331,"ann__2013_08_22_10_28_47.(null)","Will the increase be endless or have a phase where all of the axons in the nerve are excited?",NA,"No login"
"100",6452,"T13","Text",7,0.6943876,0.3089902,0.1243832,0.06990131,"ann__2013_08_22_11_22_30.(null)","I do not see any reference that you used to comment here",NA,"No login"
"101",6452,"T13","Text",7,0.2832032,0.09730037,0.6034128,0.04130532,"ann__2013_08_22_11_20_02.(null)","Your response here should include some knowledge from lectures. books. journal papers - your answer is very weak ",NA,"No login"
"102",6452,"T13","Text",6,0.1742393,0.8462913,0.2384868,0.04130532,"ann__2013_08_22_11_13_00.(null)","And also give examples of human error",NA,"No login"
"103",6452,"T13","Text",6,0.1381579,0.3375209,0.1469984,0.02700732,"","Missing words here",NA,"No login"
"104",6452,"T13","Text",2,0.521176,0.6597589,0.04934211,0.02700732,"ann__2013_08_30_04_22_14.(null)","(mV)",NA,"No login"
"105",6452,"T13","Text",7,0.3076686,0.5071762,0.6034128,0.04130532,"ann__2013_08_22_11_22_40.(null)","Your response here should include some knowledge from lectures. books. journal papers - your answer is very weak ",NA,"No login"
"106",6452,"T13","Text",3,0.02055921,0.3385165,0.2220395,0.04130532,"","You are repeating yourself here",NA,"No login"
"107",6452,"T13","Text",4,0.2096011,0.8600617,0.5849096,0.04130532,"","Where is your graph - we said if this is not in your report you needed to copy it and past in your word file.",NA,"No login"
"108",6452,"T13","Text",4,0.5592105,0.03868462,0.07504112,0.02469791,"ann__2013_08_22_10_32_35.(null)","Wording",NA,"No login"
"109",6452,"T13","Text",7,0.3129112,0.2053296,0.2970806,0.02700732,"","Explain using biological mechanisms how?",NA,"No login"
"110",6452,"T13","Text",6,0.3232936,0.2084418,0.313528,0.02700732,"ann__2013_08_22_11_09_23.(null)","You could use snipping tool to copy and past",NA,"No login"
"111",6452,"T13","Text",2,0.2523643,0.7078161,0.2837171,0.02700732,"ann__2013_08_30_04_22_18.(null)","N=? What was the number of replicates?",NA,"No login"
"112",6452,"T13","Freehand",4,0.06718908,0.1677699,0.8250174,0.04057209,"annot__2013_08_22_11_01_15.png","Annotation",NA,"No login"
"113",6452,"T13","Text",4,0.5250822,0.4942713,0.4060444,0.05560331,"","I am a bit disappointed - you should have learnt from prac 1 that the mat& meth should be written in paragraph not as a list!",NA,"No login"
"114",6452,"T13","Text",6,0.5643504,0.8077661,0.3824013,0.06990131,"ann__2013_08_22_11_12_56.(null)","You could have mentioned here some factors that could have influenced the results e.g Toad size (nerve size/ diameter; number of axons in the nerve and speed of transmission and the degree of myelination etc",NA,"No login"
"115",6452,"T13","Text",4,0.7861842,0.1272839,0.1243832,0.05084864,"ann__2013_08_22_10_32_59.(null)","Watch grammar and punctuation ",NA,"No login"
"116",6452,"T13","Text",4,0.3376851,0.6797482,0.313528,0.02700732,"ann__2013_08_22_11_07_33.(null)","You could use snipping tool to copy and past",NA,"No login"
"117",6452,"T13","Text",6,0.4850946,0.6107715,0.3083882,0.04130532,"","How to you know - you need to discuss your data",NA,"No login"
"118",6452,"T13","Text",4,0.6409334,0.3679725,0.2395148,0.08419931,"ann__2013_08_22_11_02_53.(null)","Your material & meth contains too many trivial details - you needed to give only details related to the experiment and that could influence the exp. ",NA,"No login"
"119",6452,"T13","Freehand",4,0.1047096,0.2722247,0.07717611,0.06043041,"annot__2013_08_22_11_03_24.png","Annotation",NA,"No login"
"120",6452,"T13","Freehand",7,0.2959103,0.08257456,0.4431301,0.5993854,"annot__2013_08_22_11_23_41.png","Annotation",NA,"No login"
"121",6452,"T13","Text",5,0.4060445,0.3203776,0.2497944,0.04130532,"ann__2013_08_22_11_08_23.(null)","You could give / describe your data here",NA,"No login"
"122",6452,"T13","Text",4,0.09498355,0.1455591,0.208676,0.02700732,"","You do not need to write that",NA,"No login"
"123",6452,"T13","Text",6,0.5807978,0.7251555,0.3186678,0.05560331,"ann__2013_08_22_11_18_46.(null)","You could give here the definition what CAP is and explain that a nerve contains more than axons differing from size and thresholds etc",NA,"No login"
"124",6452,"T13","Freehand",4,0.4223495,0.2070894,0.1876819,0.04335226,"annot__2013_08_22_11_03_12.png","Annotation",NA,"No login"
"125",6452,"T13","Freehand",4,0.1257828,0.1502946,0.5037798,0.02706843,"annot__2013_08_22_11_00_45.png","Annotation",NA,"No login"
"126",6453,"T06","Text",4,0.7151787,0.6463236,0.2240954,0.05560331,"","Your axis are spun differently in comparison to your prediction results.",NA,"Yes"
"127",6453,"T06","Recording",3,0.5108964,0.5363055,30,30,"ann__2013_09_10_12_11_44.m4a","Annotation 5",18,"Yes"
"128",6453,"T06","Recording",1,0.5108964,0.3630102,30,30,"ann__2013_09_10_12_09_19.m4a","Annotation 1",18,"Yes"
"129",6453,"T06","Text",6,0.402885,0.08658771,0.3824013,0.02700732,"","This is the best answer I have marked so far - well done!",NA,"Yes"
"130",6453,"T06","Text",2,0.1274671,0.8996476,0.6075247,0.05560331,"ann__2013_09_10_12_09_30.(null)","As a general reminder. all sets of data presented need to be stand alone. Therefore. they all need a title and legend with the necessary information included (experimental conditions. sample source. n value and data analysis undertaken).",NA,"Yes"
"131",6453,"T06","Text",3,0.3776727,0.3643323,0.3011924,0.02700732,"","Don't worry about logic in your hypothesis. ",NA,"Yes"
"132",6453,"T06","Text",6,0.2156134,0.6266223,0.1326069,0.02700732,"","Great references.",NA,"Yes"
"133",6454,"T02","Text",6,0.185444,0.8343762,0.3608142,0.02700732,"","Good - please use references I.e from your textbook!",NA,"No login"
"134",6454,"T02","Text",4,0.5246711,0.3230926,0.2179276,0.02700732,"","In the bufo marinus cane toad ",NA,"No login"
"135",6454,"T02","Freehand",6,0.1813322,0.4622312,0.8038651,0.04845432,"annot__2013_09_10_12_47_44.png","Annotation",NA,"No login"
"136",6454,"T02","Text",3,0.10331,0.1204722,0.8460115,0.04130532,"ann__2013_09_10_12_39_00.(null)","This graph illustrates the mean compound action potential (n=3) with varying stimulus voltage strengths (V) in the sciatic nerve of the Bufo Marinus. ",NA,"No login"
"137",6454,"T02","Text",7,0.2563733,0.1568753,0.180921,0.02700732,"","Good- please reference !",NA,"No login"
"138",6454,"T02","Text",6,0.2302632,0.6886162,0.5458471,0.04130532,"ann__2013_09_10_12_49_03.(null)","Please use specific values and refer the reader to the table/ figure to support your statement !! ",NA,"No login"
"139",6454,"T02","Text",4,0.007092922,0.3095889,0.1151316,0.02700732,"","Sciatic nerves ",NA,"No login"
"140",6454,"T02","Text",7,0.8788035,0.5802548,0.05653783,0.02700732,"","Good",NA,"No login"
"141",6454,"T02","Text",7,0.8017064,0.2883374,0.1696135,0.04130532,"","Good- refer tot table or graph ",NA,"No login"
"142",6454,"T02","Text",6,0.166324,0.4669973,0.8131168,0.04130532,"ann__2013_09_10_12_47_27.(null)","This graph illustrates the mean (n=3) latency period (ms) for the sciatic nerve of the Bufo Marinus in varying temperatures of preparation (oC) at a stimulus strength of 1-2 volts ",NA,"No login"
"143",6454,"T02","Text",5,0.186472,0.2858241,0.7935855,0.04130532,"","Please specifically state the time values and corresponding latency periods as well as stating the general trends above ! ",NA,"No login"
"144",6454,"T02","Text",4,0.08162006,0.467264,0.6650904,0.02700732,"","Cold shock? Ice ?! Time period ? Controls ? Recording data? Power lab/ electrodes/ nerve bath etc ",NA,"No login"
"145",6454,"T02","Text",7,0.2507195,0.4047072,0.05653783,0.02700732,"","Good",NA,"No login"
"146",6454,"T02","Text",6,0.8310033,0.4519048,0.09765625,0.02700732,"","Cold shock ",NA,"No login"
"147",6454,"T02","Text",5,0.1926398,0.2191001,0.09971217,0.02700732,"","Table what! ",NA,"No login"
"148",6455,"T01","Freehand",6,0.05078124,0.304556,0.2641858,0.4511812,"annot__2013_09_01_05_17_46.png","Annotation",NA,"Yes"
"149",6455,"T01","Text",6,0.2886513,0.7569289,0.6907895,0.0984973,"ann__2013_09_01_05_17_51.(null)","Cooling is a treatment for multiple sclerosis. Multiple sclerosis is a autoimmune disease which cause the immune cells to target the myelin sheaths around the axons which then disrupts saltatory conduction. This causes the signal to decay as it spends more time travelling along the axon due to resistance. Cooling reduces decay by prolonging action potentials in the nerve and therefore increases the odds of it reaching other neurons without decaying completely. However. cooling will decrease the response times of these nerves (latency). ",NA,"Yes"
"150",6455,"T01","Highlight",3,0.1283923,0.3893538,0.0704153,0.05083732,"annot__2013_09_01_05_10_49.png","Annotation",NA,"Yes"
"151",6455,"T01","Text",3,0.1367188,0.5009577,0.286801,0.05560331,"ann__2013_09_01_05_12_32.(null)","Mention you kept the interval and voltage constant and mention what voltage and interval you used ",NA,"Yes"
"152",6455,"T01","Text",3,0.1217105,0.394517,0.7689145,0.02700732,"","Describe the type of control (positive or negative) that you use in your experiment rather than just saying its a control",NA,"Yes"
"153",6455,"T01","Text",2,0.1706415,0.7650081,0.3793174,0.02700732,"ann__2013_09_01_05_09_12.(null)","Mention that each reading is a mean of three replicates ",NA,"Yes"
"154",6455,"T01","Text",1,0.2408157,0.652937,0.493421,0.04130532,"","Move to 0. there shouldn't be any response as this nerve won't fire action.  Potentials without any stimulus ",NA,"Yes"
"155",6455,"T01","Text",5,0.1680716,0.5904509,0.2775494,0.02700732,"ann__2013_09_01_05_16_43.(null)","Citation to support your point is missing",NA,"Yes"
"156",6455,"T01","Highlight",3,0.1494655,0.4084178,0.0806949,0.03455349,"annot__2013_09_01_05_10_51.png","Annotation",NA,"Yes"
"157",6455,"T01","Text",3,0.1381579,0.4739503,0.7987254,0.02541866,"","Mention you measured the peak compound action potential three times at every time point and got the mean of the three readings and plotted them in a graph ",NA,"Yes"
"158",6455,"T01","Text",2,0.1653988,0.6160707,0.05756579,0.02700732,"","Peak ",NA,"Yes"
"159",6455,"T01","Text",4,0.2770354,0.3560574,0.2446546,0.02700732,"ann__2013_09_01_05_15_19.(null)","Include units behind each variable ",NA,"Yes"
"160",6455,"T01","Text",1,0.6197575,0.3224992,0.2107319,0.02700732,"","of the cane toad sciatic nerve",NA,"Yes"
"161",6455,"T01","Text",5,0.4389392,0.3767753,0.2446546,0.02700732,"ann__2013_09_01_05_15_36.(null)","Include units behind each variable ",NA,"Yes"
"162",6455,"T01","Freehand",1,0.2230248,0.5964771,0.05532182,0.0512948,"annot__2013_09_01_10_04_47.png","Annotation",NA,"Yes"
"163",6456,"T05","Recording",3,0.3451206,0.8103505,30,30,"annot__2013_09_08_11_19_56.m4a","Annotation 1",61,"Yes"
"164",6456,"T05","Recording",8,0.7247807,0.6436021,30,30,"annot__2013_09_08_11_23_58.m4a","Annotation 3",57,"Yes"
"165",6456,"T05","Recording",5,0.7802906,0.4509132,30,30,"annot__2013_09_08_11_21_29.m4a","Annotation 2",22,"Yes"
"166",6457,"T01","Text",3,0.4167352,0.4187441,0.4749178,0.06990131,"","What model animal you used?.  What program did you use to record response and deliver the stimulus.  How was the nerve connected to the machine (1 sentence).  Mention you repeated your experiment and plotted the mean values ",NA,"Yes"
"167",6457,"T01","Text",5,0.1505962,0.09836155,0.3793174,0.02700732,"ann__2013_08_28_06_34_49.(null)","Mention that each reading is a mean of three replicates ",NA,"Yes"
"168",6457,"T01","Text",2,0.2039473,0.4766652,0.05345395,0.02700732,"","Peak",NA,"Yes"
"169",6457,"T01","Freehand",6,0.09813643,0.2293607,0.06524917,0.07895343,"annot__2013_08_28_06_47_25.png","Annotation",NA,"Yes"
"170",6457,"T01","Text",5,0.5284975,0.7431223,0.2775494,0.02700732,"ann__2013_08_28_06_45_19.(null)","Citation to support your point is missing",NA,"Yes"
"171",6457,"T01","Text",5,0.1490543,0.07492872,0.2446546,0.02700732,"ann__2013_08_28_06_34_10.(null)","Include units behind each variable ",NA,"Yes"
"172",6457,"T01","Text",6,0.1647925,0.283151,0.05756579,0.02700732,"","Typo ",NA,"Yes"
"173",6457,"T01","Text",3,0.3006784,0.8826348,0.2446546,0.02700732,"ann__2013_08_28_06_33_20.(null)","Include units behind each variable ",NA,"Yes"
"174",6457,"T01","Text",4,0.5155222,0.2968796,0.2446546,0.02700732,"ann__2013_08_28_06_33_52.(null)","Include units behind each variable ",NA,"Yes"
"175",6457,"T01","Highlight",5,0.5472303,0.7693859,0.2309608,0.03479454,"annot__2013_08_28_06_45_18.png","Annotation",NA,"Yes"
"176",6457,"T01","Text",2,0.1310649,0.7240999,0.3793174,0.02700732,"ann__2013_08_28_06_24_12.(null)","Mention that each reading is a mean of three replicates ",NA,"Yes"
"177",6457,"T01","Text",3,0.07750822,0.6717392,0.05345395,0.02700732,"","Peak",NA,"Yes"
"178",6457,"T01","Highlight",6,0.1123739,0.2165284,0.07891313,0.03815143,"annot__2013_08_28_06_47_22.png","Annotation",NA,"Yes"
"179",6457,"T01","Text",2,0.1413446,0.7511073,0.2446546,0.02700732,"ann__2013_08_28_06_24_04.(null)","Include units behind each variable ",NA,"Yes"
